,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries,timestamp
17,Fri Jun 18 17:57:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB",MB WINNIPEG Available mRNA vaccines Scurfield Pharmacy 100 Scurfield Blvd -306-4459 confirm availability/book appointment //,"Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4,en,0,0,LeahMochula,15932,84,592,,,VaxHuntersCan,,,2021-06-18 17:57:30+00:00
18,Fri Jun 18 17:57:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,BTWCovid19 deaths super inflated rigged PCR test Using survival rate Covid19 virus death vaccines comparison infinitely higher -try ~1 million times likely die Covid19 shot actual virus,"Sentiment(polarity=0.14583333333333331, subjectivity=0.5666666666666667)",0.14583333333333331,0.5666666666666667,en,0,0,siborg76,8290,558,1684,,,"GebauerKen, robinmonotti2, RiseOfTheProles",,"England, United Kingdom",2021-06-18 17:57:31+00:00
19,Fri Jun 18 17:57:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli",That 's great But zero appointments available within hour driving radius Winnipeg anyone get Pfizer shot Save Pfizer kids They n't choice vaccines,"Sentiment(polarity=0.6000000000000001, subjectivity=0.575)",0.6000000000000001,0.575,en,0,0,signpostpoetry,19451,850,1827,,,JillianHortonMD,,Treaty One,2021-06-18 17:57:40+00:00
20,Fri Jun 18 17:57:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,BioCubaFarma says phase clinical trial results due days Soberana02 without booster Abdala tested K+ volunteers Havana eastern Cuba,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,en,0,0,laureiropedro1,1349,45,258,,"Cuban, COVID19, vaccines",MediccGail,,,2021-06-18 17:57:42+00:00
21,Fri Jun 18 17:57:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",Africa midst full blown third wave The sobering trajectory surging cases rouse everyone urgent action Weve seen India elsewhere quickly rebound overwhelm health systems,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",0.1958333333333333,0.2875,en,0,0,yuccaldo,68113,1309,2618,,,MoetiTshidi,,"#mRNA/@pfizer 1.shot, 23.04",2021-06-18 17:57:43+00:00
22,Fri Jun 18 17:57:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",Africa `` midst full-blown third wave '' coronavirus head warnedCases risen across continent deaths also risen last week reports,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",0.0,0.03333333333333333,en,0,0,Sportsmk,50865,755,646,,,"TelGlobalHealth, WHOAFRO",,texas,2021-06-18 17:57:48+00:00
23,Fri Jun 18 17:57:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",We dying Ugandans need world stand We need oxygen PPEs vaccines money pay over-stretched health workers.World need Oxygen failure kills Covid patients Mulago via,"Sentiment(polarity=-0.3166666666666667, subjectivity=0.3)",-0.3166666666666667,0.3,en,0,0,saanchi_saxena,630,153,350,,COVID19,Winnie_Byanyima,,,2021-06-18 17:57:55+00:00
24,Fri Jun 18 17:57:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement #bestpractices for people living with #SystemicLupusErythematosus https://t.co/IJluIIioyn",meeting `` That 's reason ERNs developed ... '' people living,"Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,en,0,0,NatxRP,863,70,305,,"ERNReCONNET, SLE, COVID19, vaccines, patientsinvolvement",ern_reconnet,,"Barcelona, Espanya",2021-06-18 17:57:59+00:00
25,Fri Jun 18 17:58:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A new @EurobarometerEU survey shows 79% of Europeans intend to get vaccinated against #COVID19 this year. But people aged under 45 are more hesitant.

70% also believe the EU plays a key role in ensuring access to vaccines in their country. 🇪🇺

More info 👇 #StrongerTogether",A new survey shows Europeans intend get vaccinated year But people aged hesitant.70 also believe EU plays key role ensuring access vaccines country More info,"Sentiment(polarity=0.1340909090909091, subjectivity=0.5886363636363636)",0.1340909090909091,0.5886363636363636,en,0,0,CaleEuropaEdic,231322,2228,2720,,COVID19,"EU_Commission, EurobarometerEU",,,2021-06-18 17:58:01+00:00
26,Fri Jun 18 17:58:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",We dying Ugandans need world stand We need oxygen PPEs vaccines money pay over-stretched health workers.World need Oxygen failure kills Covid patients Mulago via,"Sentiment(polarity=-0.3166666666666667, subjectivity=0.3)",-0.3166666666666667,0.3,en,0,0,chloekam09,15562,478,441,,COVID19,Winnie_Byanyima,,,2021-06-18 17:58:02+00:00
27,Fri Jun 18 17:58:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",Im pleased welcome bus Atlanta today Remember easy ways find vaccine near Search Text ZIP code Call -800-232-0233,"Sentiment(polarity=0.45833333333333337, subjectivity=0.7833333333333333)",0.45833333333333337,0.7833333333333333,en,0,0,Renee98929893,16761,12,152,,"WeCanDoThis, COVID19",CDCDirector,,,2021-06-18 17:58:09+00:00
28,Fri Jun 18 17:58:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The US government is lying to us by pretending #Covid19 is over. It is not over. People are still dying daily. Vaccines are fantastic but they are not the only thing we need to do to save lives.

Call your elected officials! https://t.co/muzgCGzd2B",The US government lying us pretending It People still dying daily Vaccines fantastic thing need save lives.Call elected officials,"Sentiment(polarity=0.2, subjectivity=0.45)",0.2,0.45,en,0,0,corrigan_david,480681,2898,5001,,Covid19,LongCovidNYC,,"Los Angeles, CA",2021-06-18 17:58:15+00:00
29,Fri Jun 18 17:58:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IBP South Africa and partners wrote to the Gauteng government in October last year highlighting that residents in Emfuleni Informal settlement do not have basic services to combat COVID - 8 months later the problem continues! #COVID Inequality ~ share the story!,IBP South Africa partners wrote Gauteng government October last year highlighting residents Emfuleni Informal settlement basic services combat COVID months later problem continues Inequality share story,"Sentiment(polarity=0.0, subjectivity=0.06388888888888888)",0.0,0.06388888888888888,en,0,0,guyinthecorner1,7377,249,375,,,wkrafchik,,South Africa,2021-06-18 17:58:28+00:00
30,Fri Jun 18 17:58:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[MB] 🌸 WINNIPEG 🌸 
Available mRNA vaccines!
📍 Atlantic Medical Centre (1054 McPhillips Street)
📞: 204-505-1580
Call to confirm availability/book an appointment!

https://t.co/7OYAVc9tK1

#protectmb #VHCDose2 #COVID19MB #vhcMB",MB WINNIPEG Available mRNA vaccines Atlantic Medical Centre 1054 McPhillips Street -505-1580Call confirm availability/book appointment,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,en,0,0,SandyBiback,23868,910,575,,,VaxHuntersCan,,Canada,2021-06-18 17:58:40+00:00
31,Fri Jun 18 17:58:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","More than 10,000 new cases in South Africa's latest report. Positivity rate above 20%. The third wave continues.
 (And two-thirds of new cases are in Gauteng province.)",More new cases South Africa 's latest report Positivity rate The third wave continues And two-thirds new cases Gauteng province,"Sentiment(polarity=0.2545454545454545, subjectivity=0.4618181818181818)",0.2545454545454545,0.4618181818181818,en,0,0,FortuneThembo,7968,214,855,,,geoffreyyork,,"Johannesburg, South Africa",2021-06-18 17:58:43+00:00
32,Fri Jun 18 17:58:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",At least one take away seems to me to be that universities may still find themselves facing litigation even if they don't mandate #covid19 #vaccines.,At least one take away seems universities may still find facing litigation even n't mandate,"Sentiment(polarity=-0.3, subjectivity=0.4)",-0.3,0.4,en,0,0,JonathanKuo11,64,19,103,,,doritmi,,,2021-06-18 17:58:53+00:00
33,Fri Jun 18 17:59:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",You get vaccine vaccines including flu shingles visit You longer need wait days vaccines Side effects vaccines given alone together More vaccine timing,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,0,HIPhealthy,1943,9396,7492,,COVID19,CDCgov,,"Miami, Florida",2021-06-18 17:59:13+00:00
34,Fri Jun 18 17:59:22 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",Yet another amazingly qualified courageous doctor Roger Hodkinson speaks crazy government policy responses COVID I condensed minutes The Hirewire Twitter size edits starting overview interventions vaccines,"Sentiment(polarity=3.700743415417188e-17, subjectivity=0.6333333333333334)",3.700743415417188e-17,0.6333333333333334,en,0,0,williapa81,39264,295,1450,,,RealJoelSmalley,,,2021-06-18 17:59:22+00:00
35,Fri Jun 18 17:59:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",Will aipac tell world Israel SOLD EXPIRED vaccines Palestinians could disastrous Palestinians making covid19 crisis far worse leading Palestinian deaths,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.7999999999999999)",-0.3333333333333333,0.7999999999999999,en,0,0,LallaMina13,7732,142,367,,,"itranslate123, AIPAC",,"Earth, Milky way",2021-06-18 17:59:24+00:00
36,Fri Jun 18 17:59:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","17 June 2021: #COVID19 in South Africa 🇿🇦

Daily test positivity rate at 22.6% today, that's a positive test for every 4-5 tests processed 🚩

The increase in test positivity rate, 7-day average at 18.7%, confirming the rapid rise in infections 📈

#Rid1TweetsOnCovid #coronavirus https://t.co/LKarZlmwgg",June South Africa Daily test positivity rate today 's positive test every -5 tests processed The increase test positivity rate -day average confirming rapid rise infections,"Sentiment(polarity=0.025757575757575757, subjectivity=0.3151515151515151)",0.025757575757575757,0.3151515151515151,en,0,0,marissalangeni,5665,1070,666,,COVID19,rid1tweets,,JHB,2021-06-18 17:59:36+00:00
37,Fri Jun 18 17:59:42 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB",MB WINNIPEG Available mRNA vaccines Scurfield Pharmacy 100 Scurfield Blvd -306-4459 confirm availability/book appointment //,"Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4,en,0,0,knitntherapist,88698,984,1382,,,VaxHuntersCan,,PrinceDuckie by @vanillacherie,2021-06-18 17:59:42+00:00
38,Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Karur District - Tomorrow's (19.06.2021) Vaccination Camps

#Karur #COVID19 #TamilNadu #KarurDistrict #KarurCovid #VaccinationDrive #CovishieldVaccine #Covaxin #TNVaccineDrive #EmpoweringErode #Vaccines https://t.co/r3DM1GV9jI",Karur District Tomorrow 's 19.06.2021 Vaccination Camps,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,saravanan_erode,702,32,476,,"Karur, COVID19, TamilNadu, KarurDistrict, KarurCovid",EmpoweringErode,,,2021-06-18 18:00:02+00:00
39,Fri Jun 18 18:00:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Join us in Al Balagh 2nd International Conference on Fiqh of Medicine &amp; learn about the Islamic Approach to COVID19 Vaccines &amp; Pharmaceutical Industry with leading subject experts.

🗓️ 19th &amp; 20th June 2021
⏳Register now https://t.co/T7bL2El0NP 

 @DrRafaqatRashid @Maraviaus https://t.co/0MMkDVuFev",Join us Al Balagh nd International Conference Fiqh Medicine amp learn Islamic Approach COVID19 Vaccines amp Pharmaceutical Industry leading subject experts th amp th June Register,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.16666666666666666)",-0.08333333333333333,0.16666666666666666,en,0,0,ambuhari,117553,7179,5244,,,AlBalaghAcademy,,"Kaduna, Nigeria",2021-06-18 18:00:09+00:00
